"zentriert","bilderrahmen-fixed src","hauptlink","hauptlink href","inline-table","flaggenrahmen src","inline-table href","tiny_wappen src","hauptlink 2","flaggenrahmen src 2","inline-table 2","inline-table href 2","rechts","rechts href","inline-table src","flaggenrahmen src 3"
"163","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Allan Nyom","https://www.transfermarkt.us/allan-nyom/profil/spieler/111508","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/31.png?lm=1520611569","https://www.transfermarkt.us/fc-getafe/startseite/verein/3709/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3709.png?lm=1408655116","Getafe","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/111508/transfer_id/2655263","","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569"
"164","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Pedro Bigas","https://www.transfermarkt.us/pedro-bigas/profil/spieler/203043","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/sd-eibar/startseite/verein/1533/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1533.png?lm=1601985991","SD Eibar","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/203043/transfer_id/2480730","",""
"165","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Luis Advíncula","https://www.transfermarkt.us/luis-advincula/profil/spieler/103890","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/133.png?lm=1520611569","https://www.transfermarkt.us/rayo-vallecano/startseite/verein/367/saison_id/2019","","Rayo Vallecano","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga SmartBank","https://www.transfermarkt.us/laliga2/transfers/wettbewerb/ES2/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/103890/transfer_id/2549337","https://tmssl.akamaized.net/images/wappen/tiny/367_1653488532.png?lm=1653488532",""
"166","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Kaio","https://www.transfermarkt.us/kaio/profil/spieler/523363","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/fk-krasnodar/startseite/verein/16704/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/16704.png?lm=1499524238","Krasnodar","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/523363/transfer_id/2480876","",""
"167","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Gonçalo Cardoso","https://www.transfermarkt.us/goncalo-cardoso/profil/spieler/587106","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","https://www.transfermarkt.us/west-ham-united-u23/startseite/verein/9267/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/9267.png?lm=1464675260","West Ham U21","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League 2","https://www.transfermarkt.us/premier-league-2/transfers/wettbewerb/GB21/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/587106/transfer_id/2593086","",""
"168","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Federico Ricca","https://www.transfermarkt.us/federico-ricca/profil/spieler/285322","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569","https://www.transfermarkt.us/fc-brugge/startseite/verein/2282/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2282.png?lm=1448474251","Club Brugge","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/285322/transfer_id/2605717","","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569"
"169","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Fabien Centonze","https://www.transfermarkt.us/fabien-centonze/profil/spieler/384859","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/fc-metz/startseite/verein/347/saison_id/2019","","FC Metz","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/384859/transfer_id/2504891","https://tmssl.akamaized.net/images/wappen/tiny/347_1622201271.png?lm=1622201272",""
"170","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Igor","https://www.transfermarkt.us/igor/profil/spieler/380350","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/spal/startseite/verein/2722/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2722.png?lm=1626441491","SPAL","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/380350/transfer_id/2524278","",""
"171","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Reinildo Mandava","https://www.transfermarkt.us/reinildo-mandava/profil/spieler/240692","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/115.png?lm=1520611569","https://www.transfermarkt.us/losc-lille/startseite/verein/1082/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1082.png?lm=1529521041","LOSC Lille","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/240692/transfer_id/2532075","",""
"172","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marco Sala","https://www.transfermarkt.us/marco-sala/profil/spieler/392570","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/us-sassuolo/startseite/verein/6574/saison_id/2019","","Sassuolo","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/392570/transfer_id/2530108","https://tmssl.akamaized.net/images/wappen/tiny/6574_1595414063.png?lm=1595414011",""
"173","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Alessandro Minelli","https://www.transfermarkt.us/alessandro-minelli/profil/spieler/431470","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/juventus-turin-u23/startseite/verein/41101/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/41101.png?lm=1594291454","Juventus U23","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie C-A","https://www.transfermarkt.us/serie-c-girone-a/transfers/wettbewerb/IT3A/saison_id/2019","€2.91m","https://www.transfermarkt.us/jumplist/transfers/spieler/431470/transfer_id/2780889","",""
"174","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Arnaud Souquet","https://www.transfermarkt.us/arnaud-souquet/profil/spieler/111058","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/montpellier-hsc/startseite/verein/969/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/969.png?lm=1459072367","Montpellier","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€2.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/111058/transfer_id/2593258","",""
"175","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jonathan Silva","https://www.transfermarkt.us/jonathan-silva/profil/spieler/189453","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/cd-leganes/startseite/verein/1244/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1244.png?lm=1422972468","CD Leganés","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€2.70m","https://www.transfermarkt.us/jumplist/transfers/spieler/189453/transfer_id/2494237","","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569"
"176","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Mattia Bani","https://www.transfermarkt.us/mattia-bani/profil/spieler/176139","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/fc-bologna/startseite/verein/1025/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1025.png?lm=1626441324","Bologna","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€2.70m","https://www.transfermarkt.us/jumplist/transfers/spieler/176139/transfer_id/2520388","",""
"177","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Nicolás Freire","https://www.transfermarkt.us/nicolas-freire/profil/spieler/266809","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/unam-pumas/startseite/verein/7633/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/7633.png?lm=1421002359","UNAM Pumas","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","Liga MX Clausura","https://www.transfermarkt.us/liga-mx-clausura/transfers/wettbewerb/MEX1/saison_id/2019","€2.70m","https://www.transfermarkt.us/jumplist/transfers/spieler/266809/transfer_id/3693962","","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569"
"178","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Karlo Bartolec","https://www.transfermarkt.us/karlo-bartolec/profil/spieler/291947","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569","https://www.transfermarkt.us/fc-kopenhagen/startseite/verein/190/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/190.png?lm=1518117389","FC Copenhagen","https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569","Superligaen Championship round","https://www.transfermarkt.us/superligaen-meisterrunde/transfers/wettbewerb/DKMR/saison_id/2019","€2.67m","https://www.transfermarkt.us/jumplist/transfers/spieler/291947/transfer_id/2485923","",""
"179","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Lucas Hernández","https://www.transfermarkt.us/lucas-hernandez/profil/spieler/250144","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569","https://www.transfermarkt.us/clube-atletico-mineiro/startseite/verein/330/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/330.png?lm=1411033853","Atlético-MG","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","Série A","https://www.transfermarkt.us/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019","€2.65m","https://www.transfermarkt.us/jumplist/transfers/spieler/250144/transfer_id/2495014","",""
"180","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Rui Yu","https://www.transfermarkt.us/rui-yu/profil/spieler/224162","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","https://www.transfermarkt.us/shanghai-port/startseite/verein/27190/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/27190.png?lm=1618561127","SH SIPG","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","Super League","https://www.transfermarkt.us/chinese-super-league/transfers/wettbewerb/CSL/saison_id/2019","€2.60m","https://www.transfermarkt.us/jumplist/transfers/spieler/224162/transfer_id/2756387","",""
"181","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Gianluca Frabotta","https://www.transfermarkt.us/gianluca-frabotta/profil/spieler/386755","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/juventus-turin-u23/startseite/verein/41101/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/41101.png?lm=1594291454","Juventus U23","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie C-A","https://www.transfermarkt.us/serie-c-girone-a/transfers/wettbewerb/IT3A/saison_id/2019","€2.60m","https://www.transfermarkt.us/jumplist/transfers/spieler/386755/transfer_id/2592588","",""
"182","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Fan Yang","https://www.transfermarkt.us/fan-yang/profil/spieler/425206","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","https://www.transfermarkt.us/beijing-sinobo-guoan/startseite/verein/3176/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3176.png?lm=1645957360","BJ Guoan","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","Super League","https://www.transfermarkt.us/chinese-super-league/transfers/wettbewerb/CSL/saison_id/2019","€2.57m","https://www.transfermarkt.us/jumplist/transfers/spieler/425206/transfer_id/2784983","",""
"183","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Djibril Sidibé","https://www.transfermarkt.us/djibril-sidibe/profil/spieler/161869","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/fc-everton/startseite/verein/29/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/29.png?lm=1445949846","Everton","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/161869/transfer_id/2595736","","https://tmssl.akamaized.net/images/flagge/verysmall/105.png?lm=1520611569"
"184","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Víctor Ruiz","https://www.transfermarkt.us/victor-ruiz/profil/spieler/62920","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/besiktas-istanbul/startseite/verein/114/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/114.png?lm=1502974502","Besiktas","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","Süper Lig","https://www.transfermarkt.us/super-lig/transfers/wettbewerb/TR1/saison_id/2019","€2.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/62920/transfer_id/2594623","",""
"185","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Cristian Ansaldi","https://www.transfermarkt.us/cristian-ansaldi/profil/spieler/55854","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/fc-turin/startseite/verein/416/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/416.png?lm=1438548174","Torino","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€2.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/55854/transfer_id/2426176","","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569"
"186","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Simon Deli","https://www.transfermarkt.us/simon-deli/profil/spieler/234124","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569","https://www.transfermarkt.us/fc-brugge/startseite/verein/2282/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2282.png?lm=1448474251","Club Brugge","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€2.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/234124/transfer_id/2548785","",""
"187","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marvin Friedrich","https://www.transfermarkt.us/marvin-friedrich/profil/spieler/196231","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/1-fc-union-berlin/startseite/verein/89/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/89.png?lm=1402956210","Union Berlin","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€2.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/196231/transfer_id/2540352","",""
"188","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Dmitriy Zhivoglyadov","https://www.transfermarkt.us/dmitriy-zhivoglyadov/profil/spieler/178335","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","https://www.transfermarkt.us/lokomotiv-moskau/startseite/verein/932/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/932.png?lm=1486195738","Loko Moscow","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€2.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/178335/transfer_id/2504688","",""
